state,city,name,lat,lon
Alabama,Athens,Beechwood Hills,33.941782,-83.4137704
Alabama,Athens,Woodland Hills,33.9245603,-83.3804362
Alabama,Athens,Epps Bridge Crossing,33.9251159,-83.4373824
Alabama,Athens,Adams,33.9459485,-83.4171038
Alabama,Athens,Hanover,33.9531705,-83.4809947
Alabama,Athens,Habersham Hills,33.9276158,-83.3809917
Alabama,Athens,Holiday Estates,33.9462432,-83.4613403
Alabama,Athens,Westwood Hills,33.9496241,-83.4510947
Alabama,Athens,Pine Lake,33.9334489,-83.4615498
Alabama,Athens,Stonehenge,33.93456,-83.4971065
Alabama,Athens,Broadacres Homes,33.9534482,-83.3962697
Alabama,Athens,Glenwood,33.9292825,-83.4026591
Alabama,Athens,Princeton,33.9197805,-83.3880691
Alabama,Athens,Creekwood Estates,33.9673366,-83.4459935
Alabama,Athens,Berkley Hills,33.9206717,-83.3987701
Alabama,Athens,Stonemill Run,33.9509483,-83.3657132
Alabama,Athens,Garden Hills,33.9201161,-83.3826585
Alabama,Athens,Woodhaven High Ridge,33.9545312,-83.4475067
Alabama,Athens,Riverside Hills,33.926227,-83.3957144
Alabama,Athens,Trail Creek Estates Mobile Home Park,34.0146066,-83.3292515
Alabama,Athens,Wonderland Estates,33.9856694,-83.3609905
Alabama,Athens,Forest Heights,33.953726,-83.4329376
Alabama,Athens,River Hill East,33.9195605,-83.3590466
Alabama,Athens,Holly Hills,33.9284491,-83.4415492
Alabama,Athens,Windfall Heights,33.9462263,-83.2849425
Alabama,Athens,Riverside,33.9315046,-83.3951588
Alabama,Athens,Greenmont,33.9895581,-83.3665462
Alabama,Athens,Broad Acres,33.9548371,-83.3926585
Alabama,Athens,Bedgood,33.9292825,-83.3984922
Alabama,Athens,Windy Hill,33.937555,-83.4324928
Alabama,Athens,Timothy Estates,33.9334687,-83.4162124
Alabama,Athens,Swanson,33.9334489,-83.4418269
Alabama,Athens,Davis Estates,33.9240049,-83.3848807
Alabama,Athens,Tara Way,33.9606703,-83.4265485
Alabama,Athens,Huntington Park,33.9557476,-83.4679504
Alabama,Athens,Fairfield,33.9431708,-83.4973842
Alabama,Athens,Westchester,33.9634478,-83.4382154
Alabama,Athens,Lakewood,33.9434486,-83.3493238
Alabama,Athens,Carriage Hills,33.9353934,-83.3526574
Alabama,Athens,Pine Forest,33.9542816,-83.4265485
Alabama,Athens,Pinecrest Hills,33.9167829,-83.3798806
Alabama,Athens,University Heights,33.9242827,-83.3526575
Alabama,Athens,Corsons Corner,44.9797796,-69.6817191
Alabama,Athens,West Athens,44.9533913,-69.7108863
Alabama,Athens,Bowden Park,33.9703844,-83.4347349
Alabama,Athens,Saint George,33.9366818,-83.4210002
Alabama,Athens,Normaltown,33.963775,-83.4018027
Alabama,Athens,Five Points,33.9393101,-83.3866113
Alabama,Athens,Boulevard,33.9660355,-83.3929065
Alabama,Athens,Carr's Hill,33.9498104,-83.3625546
Alabama,Athens,Dearing Street Historic District,33.9530876,-83.3845637
Alabama,Athens,Elm Industrial Park,34.8253372,-86.967366
Alabama,Athens,Breeding Industrial Park,34.7679455,-86.9739829
Alabama,Athens,Sells Park,39.3411779,-82.0755259
Alabama,Athens,Sunnyside,39.3354968,-82.0894171
Alabama,Athens,North Hill,39.3352258,-82.100621
Alabama,Athens,Uptown,39.3306038,-82.1010588
Alabama,Avondale,Country Villa,33.4414245,-112.3387857
Alabama,Avondale,Carillon,39.8294604,-75.7795917
Alabama,Avondale,Jackowo,41.9349606,-87.7173329
Alabama,Avondale,Wacławowo,41.9428774,-87.7198863
Alabama,Bessemer,New Village,33.3881658,-86.9347142
Alabama,Bessemer,Parkwood Hills,33.3473336,-86.8969353
Alabama,Bessemer,Oakwood,33.3906659,-86.9644371
Alabama,Bessemer,Phillips Estates,33.3476115,-86.9299916
Alabama,Bessemer,Thomas Acres,33.3795552,-86.9808263
Alabama,Bessemer,Glen Hills,33.3781664,-86.9774929
Alabama,Bessemer,Anns Trailer Court,33.384555,-86.9688817
Alabama,Bessemer,Longbrook Estates,33.3909435,-86.9499924
Alabama,Bessemer,Bessemer Trailer Park,33.3851105,-86.9686039
Alabama,Bessemer,Pine Crest,33.3717778,-86.9869375
Alabama,Bessemer,West Lake Highlands,33.3967769,-86.9713818
Alabama,Bessemer,Lakewood Estate,33.3814996,-86.9763818
Alabama,Bessemer,Circle Heights,33.3931659,-86.9744373
Alabama,Bessemer,Smith Highlands,33.3889994,-86.9847154
Alabama,Birmingham,Upper Witton,52.5264783,-1.8663139
Alabama,Birmingham,Brookvale Village,52.520667,-1.8718485
Alabama,Birmingham,Sunrise East,33.6112144,-86.7208227
Alabama,Birmingham,Exum,33.5028844,-86.9333261
Alabama,Birmingham,Hobson,33.5098287,-86.9299928
Alabama,Birmingham,Avondale,33.5217717,-86.778045
Alabama,Birmingham,Holiday Gardens,33.5220491,-86.7105435
Alabama,Birmingham,Marks Village,33.5439933,-86.7247107
Alabama,Birmingham,Crestline Gardens,33.5209381,-86.7227659
Alabama,Birmingham,Newtown,52.4978509,-1.8963733
Alabama,Birmingham,Anderson Place Historic District,33.493439,-86.8005452
Alabama,Birmingham,Automotive Historic District,33.511772,-86.8002676
Alabama,Birmingham,Chestnut Hill Historic District,33.510383,-86.7802671
Alabama,Birmingham,Cullom Street-Twelfth Street South Historic District,33.4937169,-86.8074897
Alabama,Birmingham,Fourth Avenue Historic District,33.5151054,-86.8119345
Alabama,Birmingham,Highland Avenue Historic District,33.5028832,-86.7891561
Alabama,Birmingham,Morris Avenue-First Avenue North Historic District,33.5153831,-86.8024899
Alabama,Birmingham,Red Mountain Suburbs Historic District,33.501772,-86.7741557
Alabama,Birmingham,Smithfield Historic District,33.51205,-86.8319349
Alabama,Birmingham,Chad Valley,52.4668816,-1.9352335
Alabama,Birmingham,Handsworth Wood,52.5182394,-1.9192787
Alabama,Birmingham,Attwood Green,52.470879,-1.9032377
Alabama,Birmingham,Phelan Park Historic District,33.4943854,-86.8026727
Alabama,Birmingham,Tower Hill,52.5335541,-1.9186098
Alabama,Birmingham,Chinese Quarter,52.4748521,-1.897469
Alabama,Birmingham,Masefield,52.4138788,-1.9529293
Alabama,Birmingham,Triangle District,42.5436841,-83.2076004
Alabama,Birmingham,Rail District,42.5444051,-83.1943061
Alabama,Birmingham,Torry,42.5417187,-83.2007423
Alabama,Birmingham,Pembroke,42.5506831,-83.1925925
Alabama,Birmingham,The Ravines,42.5502773,-83.2149253
Alabama,Birmingham,Barnum,42.5405414,-83.217554
Alabama,Birmingham,Holy Name,42.5505584,-83.2233011
Alabama,Birmingham,Quarton,42.5523892,-83.231824
Alabama,Birmingham,Linden,42.5427593,-83.2307791
Alabama,Birmingham,Market North,42.5504776,-83.2177695
Alabama,Birmingham,Poppleton,42.5533367,-83.2110392
Alabama,Birmingham,Birmingham Farms,42.5350019,-83.227146
Alabama,Birmingham,Crestview,42.5354351,-83.2190171
Alabama,Birmingham,Pierce,42.5354714,-83.2093162
Alabama,Birmingham,Kenning,42.5360758,-83.1965397
Alabama,Birmingham,Derby,42.5494557,-83.2024993
Alabama,Birmingham,Seaholm,42.5401689,-83.2392547
Alabama,Birmingham,Lincoln Hills,42.5368248,-83.2351132
Alabama,Birmingham,Maple and Woodward,42.5467515,-83.2142392
Alabama,Birmingham,Haynes Square,42.5417864,-83.2091444
Alabama,Birmingham,Lower Rail District,42.5411521,-83.192803
Alabama,Brent,Norwood,30.4778804,-87.2366837
Alabama,Brent,Crestview,30.4791264,-87.2274327
Alabama,Calera,Townside Square,33.1555323,-86.7784699
Alabama,Centerville,Crestwood Estates,32.637089,-83.6732393
Alabama,Centerville,Betty Mobile Home Park,32.6370892,-83.6887952
Alabama,Centerville,Ashlund Ridge,32.6257006,-83.6835173
Alabama,Centerville,Mason Subdivision,32.6334778,-83.6604614
Alabama,Centerville,Sedgefield,32.6290338,-83.6790728
Alabama,Centerville,Centerville Historic District,39.6283928,-84.1588263
Alabama,Columbiana,Schooner Bay,40.9019754,-80.69281
Alabama,Columbiana,Old Saybrook,40.9027868,-80.6840576
Alabama,Enterprise,Fairfield Estates,31.3248925,-85.8821614
Alabama,Enterprise,Byrd Subdivision,31.3340591,-85.8682723
Alabama,Florence,Seven Points,34.8175875,-87.6805842
Alabama,Florence,North Florence,34.8184208,-87.6805842
Alabama,Florence,Mesquite Trails,33.1001477,-111.4486527
Alabama,Florence,Unknown,43.9900363,-124.0965143
Alabama,Florence,Alligator West,34.1463617,-79.8630356
Alabama,Florence,The Grove,34.1712064,-79.8583046
Alabama,Greensboro,Webb Trailer Park,33.5865162,-83.1671004
Alabama,Greensboro,Allens Trailer Park,33.5690165,-83.1887681
Alabama,Greensboro,Darwin Subdivision,33.5515172,-83.172101
Alabama,Greensboro,Irving Park,36.094611,-79.804173
Alabama,Greensboro,Westbury,36.0140247,-79.8297542
Alabama,Greensboro,Southmont,36.0440245,-79.8100314
